-177.5,15.49081628
-172.5,16.00306269
-167.5,18.1304217
-162.5,21.40536748
-157.5,26.80882616
-152.5,31.10246802
-147.5,28.98519333
-142.5,31.34889453
-137.5,30.93904846
-132.5,27.6288806
-127.5,29.7433143
-122.5,31.25948432
-117.5,30.64333176
-112.5,26.56832435
-107.5,24.69115009
-102.5,15.19559554
-97.5,18.10591859
-92.5,12.57598785
-87.5,14.44346865
-82.5,15.82117963
-77.5,18.63914839
-72.5,18.79354133
-67.5,27.33239609
-62.5,31.3818807
-57.5,36.75947828
-52.5,38.58166889
-47.5,36.86202675
-42.5,39.43840881
-37.5,39.36698078
-32.5,40.55137982
-27.5,93.81005872
-22.5,96.93704109
-17.5,64.01576554
-12.5,56.14065785
-7.5,49.77488342
-2.5,44.06143901
2.5,43.18166245
7.5,35.50703042
12.5,37.20746369
17.5,42.32007036
22.5,51.71294713
27.5,53.36599927
32.5,49.94263566
37.5,52.24809962
42.5,47.36525585
47.5,31.8526071
52.5,30.94677836
57.5,30.70538845
62.5,30.73757015
67.5,25.14759917
72.5,22.39956591
77.5,17.63561775
82.5,15.81253716
87.5,14.91993945
92.5,13.17160797
97.5,12.14443314
102.5,11.5268276
107.5,11.95148846
112.5,10.54447048
117.5,9.552607394
122.5,9.527899029
127.5,9.69026325
132.5,9.748484129
137.5,9.4233092
142.5,10.95985598
147.5,11.1683238
152.5,11.24253239
157.5,11.15182557
162.5,10.31453451
167.5,11.41372311
172.5,11.68712053
177.5,14.56329732
