-177.5,12.94775798
-172.5,12.54254385
-167.5,11.51852509
-162.5,15.06265444
-157.5,20.59199478
-152.5,17.52892862
-147.5,20.09087812
-142.5,24.95636379
-137.5,53.65566474
-132.5,50.70531068
-127.5,49.55783904
-122.5,48.98641907
-117.5,54.68213555
-112.5,50.72600043
-107.5,46.8198702
-102.5,51.94513252
-97.5,26.50344169
-92.5,22.85360964
-87.5,19.43214336
-82.5,17.33932465
-77.5,16.68593592
-72.5,14.16336361
-67.5,13.1365711
-62.5,13.24050876
-57.5,10.32493303
-52.5,9.963181196
-47.5,12.6895979
-42.5,10.05004622
-37.5,9.02107219
-32.5,9.400224353
-27.5,8.230951158
-22.5,11.85165484
-17.5,11.83260741
-12.5,12.06831283
-7.5,10.78788898
-2.5,10.43687456
2.5,14.74637829
7.5,13.31465382
12.5,11.51141879
17.5,13.59742773
22.5,16.09033683
27.5,19.38682938
32.5,22.02987438
37.5,44.51108726
42.5,43.74486101
47.5,45.64661015
52.5,50.7708247
57.5,50.94190024
62.5,49.21453251
67.5,50.6020382
72.5,50.51928338
77.5,53.42352828
82.5,55.08362704
87.5,57.08727174
92.5,59.18083993
97.5,62.97438171
102.5,67.68830867
107.5,37.72178895
112.5,38.55009423
117.5,34.52173571
122.5,32.62862995
127.5,33.06088251
132.5,31.46289079
137.5,32.17064958
142.5,30.05864178
147.5,32.8898302
152.5,12.60943977
157.5,9.514503336
162.5,12.06306828
167.5,8.635580807
172.5,13.12011969
177.5,9.396349316
